Gen	tau_3OneOG	lnL
152780	0.021432	-347029.711
152790	0.021254	-347049.371
152800	0.021016	-347039.466
152810	0.021089	-347037.320
152820	0.021121	-347019.110
152830	0.021050	-347029.215
152840	0.020903	-347030.086
152850	0.021080	-347034.599
152860	0.021042	-347030.023
152870	0.021302	-347046.341
152880	0.021142	-347025.867
152890	0.021305	-347032.377
152900	0.021882	-347047.407
152910	0.021262	-347040.876
152920	0.021206	-347044.989
152930	0.021452	-347025.145
152940	0.021627	-347022.144
152950	0.021503	-347035.796
152960	0.021581	-347036.036
152970	0.021558	-347034.036
152980	0.021314	-347025.627
152990	0.021463	-347029.958
153000	0.021546	-347031.981
153010	0.021316	-347032.273
153020	0.021483	-347038.027
153030	0.021264	-347028.800
153040	0.021265	-347033.918
153050	0.021368	-347044.213
153060	0.021406	-347046.925
153070	0.021315	-347040.105
153080	0.021197	-347022.843
153090	0.021381	-347030.867
153100	0.021008	-347034.991
153110	0.021123	-347026.525
153120	0.021112	-347031.236
153130	0.021212	-347031.534
153140	0.021246	-347032.331
153150	0.020904	-347034.653
153160	0.021330	-347027.493
153170	0.021281	-347039.915
153180	0.021562	-347047.298
153190	0.021813	-347045.770
153200	0.021537	-347030.762
153210	0.021668	-347039.176
153220	0.021407	-347035.494
153230	0.021431	-347045.938
153240	0.021353	-347040.673
153250	0.021631	-347043.425
153260	0.021153	-347053.215
153270	0.021153	-347033.954
153280	0.021022	-347018.489
153290	0.021122	-347034.273
153300	0.021608	-347042.106
153310	0.021523	-347032.350
153320	0.021358	-347033.606
153330	0.021472	-347025.293
153340	0.021533	-347033.059
153350	0.021249	-347030.845
153360	0.021450	-347029.256
153370	0.021492	-347026.416
153380	0.021528	-347028.462
153390	0.021533	-347029.853
153400	0.021297	-347029.974
153410	0.021423	-347032.324
153420	0.021695	-347044.354
153430	0.021559	-347022.814
153440	0.021735	-347040.350
153450	0.022109	-347027.428
153460	0.021721	-347028.083
153470	0.021522	-347038.202
153480	0.021644	-347025.662
153490	0.021550	-347021.325
153500	0.021072	-347031.440
153510	0.021560	-347039.438
153520	0.021726	-347021.646
153530	0.021526	-347029.202
153540	0.021762	-347031.808
153550	0.021763	-347035.013
153560	0.021457	-347047.604
153570	0.021685	-347039.939
153580	0.021686	-347031.484
153590	0.021454	-347040.777
153600	0.021897	-347036.126
153610	0.021610	-347040.569
153620	0.021500	-347042.526
153630	0.021319	-347040.112
153640	0.021235	-347041.229
153650	0.021298	-347032.593
153660	0.021236	-347026.303
153670	0.020982	-347038.578
153680	0.021180	-347036.591
153690	0.021407	-347040.475
153700	0.021283	-347037.998
153710	0.021094	-347033.358
153720	0.021026	-347026.701
153730	0.021050	-347041.388
153740	0.020929	-347040.366
153750	0.020994	-347043.388
153760	0.020981	-347019.811
153770	0.020886	-347035.897
153780	0.021271	-347039.430
153790	0.021009	-347043.362
153800	0.021287	-347051.103
153810	0.021477	-347022.972
153820	0.021396	-347038.456
153830	0.021386	-347032.420
153840	0.021352	-347023.761
153850	0.020925	-347026.758
153860	0.020860	-347029.174
153870	0.021103	-347018.273
153880	0.021594	-347034.932
153890	0.021456	-347044.922
153900	0.021528	-347032.278
153910	0.021921	-347057.916
153920	0.021196	-347028.106
153930	0.021219	-347028.011
153940	0.021270	-347027.905
153950	0.021267	-347027.117
153960	0.021596	-347034.073
153970	0.021606	-347035.528
153980	0.021297	-347043.311
153990	0.021606	-347050.972
154000	0.021524	-347039.467
154010	0.021609	-347032.656
154020	0.021230	-347031.747
154030	0.021157	-347024.533
154040	0.021449	-347038.479
154050	0.020992	-347040.004
154060	0.021267	-347038.484
154070	0.021401	-347036.825
154080	0.021239	-347032.949
154090	0.021040	-347032.496
154100	0.020951	-347036.016
154110	0.021333	-347038.352
154120	0.021364	-347036.783
154130	0.021146	-347030.881
154140	0.020976	-347018.102
154150	0.021307	-347045.399
154160	0.021045	-347045.995
154170	0.021029	-347033.985
154180	0.021146	-347036.900
154190	0.021099	-347035.707
154200	0.021212	-347041.394
154210	0.021039	-347043.294
154220	0.020931	-347051.036
154230	0.020900	-347031.567
154240	0.020769	-347042.418
154250	0.020916	-347035.130
154260	0.020590	-347039.907
154270	0.020788	-347032.684
154280	0.020513	-347031.296
154290	0.020622	-347039.916
154300	0.020578	-347038.059
154310	0.020837	-347032.585
154320	0.020461	-347035.937
154330	0.020476	-347026.204
154340	0.020542	-347026.667
154350	0.020613	-347042.869
154360	0.020609	-347029.353
154370	0.020396	-347029.006
154380	0.020615	-347047.381
154390	0.020476	-347034.488
154400	0.020357	-347026.246
154410	0.020424	-347020.557
154420	0.020626	-347036.492
154430	0.020396	-347021.805
154440	0.020786	-347040.125
154450	0.021119	-347029.769
154460	0.021065	-347038.898
154470	0.021296	-347052.590
154480	0.021528	-347025.552
154490	0.021059	-347035.636
154500	0.020986	-347040.677
154510	0.021298	-347023.498
154520	0.021219	-347045.705
154530	0.021389	-347050.064
154540	0.021058	-347036.896
154550	0.021028	-347020.620
154560	0.021085	-347036.160
154570	0.021090	-347040.873
154580	0.021168	-347034.219
154590	0.021215	-347033.898
154600	0.021045	-347038.067
154610	0.021071	-347029.153
154620	0.020960	-347042.351
154630	0.021222	-347032.213
154640	0.021317	-347025.985
154650	0.021416	-347045.741
154660	0.021578	-347038.153
154670	0.021530	-347040.236
154680	0.021424	-347035.895
154690	0.021647	-347038.679
154700	0.021563	-347040.913
154710	0.021478	-347047.498
154720	0.021244	-347035.884
154730	0.021004	-347032.444
154740	0.021554	-347036.416
154750	0.021482	-347028.660
154760	0.021649	-347035.406
154770	0.021281	-347032.342
154780	0.020980	-347034.540
154790	0.021075	-347022.909
154800	0.020915	-347047.239
154810	0.021029	-347037.354
154820	0.020915	-347021.457
154830	0.020828	-347027.821
154840	0.020852	-347023.514
154850	0.021018	-347046.970
154860	0.020418	-347037.201
154870	0.020579	-347053.724
154880	0.020679	-347041.573
154890	0.020630	-347043.697
154900	0.020833	-347036.344
154910	0.020575	-347039.101
154920	0.020740	-347026.099
154930	0.020842	-347048.447
154940	0.020722	-347036.620
154950	0.020577	-347033.261
154960	0.020336	-347027.653
154970	0.020645	-347025.758
154980	0.020538	-347040.239
154990	0.020497	-347032.453
155000	0.020620	-347026.012
155010	0.020595	-347046.714
155020	0.020659	-347026.190
155030	0.020611	-347032.245
155040	0.020813	-347028.038
155050	0.020879	-347040.159
155060	0.020753	-347046.156
155070	0.020841	-347028.246
155080	0.020940	-347055.594
155090	0.020829	-347046.508
155100	0.020750	-347044.660
155110	0.020541	-347037.149
155120	0.021027	-347040.441
155130	0.021009	-347042.047
155140	0.020972	-347033.914
155150	0.021221	-347031.504
155160	0.021153	-347035.919
155170	0.020929	-347019.435
155180	0.020925	-347035.610
155190	0.020770	-347033.698
155200	0.020999	-347034.158
155210	0.020773	-347033.143
155220	0.020611	-347038.213
155230	0.020891	-347034.226
155240	0.020528	-347026.785
155250	0.020708	-347036.400
155260	0.020735	-347049.248
155270	0.020513	-347034.878
155280	0.020268	-347036.565
155290	0.020665	-347033.502
155300	0.020492	-347047.532
155310	0.020409	-347036.461
155320	0.020405	-347037.456
155330	0.020217	-347032.176
155340	0.020147	-347041.161
155350	0.020226	-347034.740
155360	0.019976	-347044.640
155370	0.019625	-347050.464
155380	0.019886	-347037.193
155390	0.020034	-347028.627
155400	0.020093	-347025.728
155410	0.019916	-347028.467
155420	0.019748	-347034.062
155430	0.019714	-347020.630
155440	0.019858	-347025.918
155450	0.020197	-347032.586
155460	0.019980	-347048.438
155470	0.020205	-347042.883
155480	0.019784	-347033.866
155490	0.020015	-347031.609
155500	0.019770	-347039.762
155510	0.019913	-347043.787
155520	0.020205	-347036.215
155530	0.020399	-347037.666
155540	0.020116	-347057.467
155550	0.020361	-347037.948
155560	0.020506	-347028.092
155570	0.020428	-347029.421
155580	0.020388	-347029.811
155590	0.020721	-347044.071
155600	0.020564	-347034.975
155610	0.020496	-347049.773
155620	0.020158	-347046.619
155630	0.020348	-347038.195
155640	0.020654	-347057.628
155650	0.020247	-347040.603
155660	0.020148	-347063.981
155670	0.020215	-347042.230
155680	0.019974	-347033.464
155690	0.020283	-347021.605
155700	0.020382	-347023.888
155710	0.020372	-347027.454
155720	0.019965	-347031.778
155730	0.020171	-347034.838
155740	0.020107	-347024.606
155750	0.020153	-347036.866
155760	0.020304	-347035.004
155770	0.020169	-347036.757
155780	0.019942	-347027.422
155790	0.020210	-347026.952
155800	0.019720	-347026.771
155810	0.019835	-347034.140
155820	0.020112	-347041.843
155830	0.019892	-347018.803
155840	0.019899	-347037.281
155850	0.019859	-347040.978
155860	0.019898	-347028.746
155870	0.019863	-347030.718
155880	0.019836	-347035.153
155890	0.019960	-347043.661
155900	0.020035	-347037.642
155910	0.020022	-347032.938
155920	0.020274	-347018.434
155930	0.020307	-347042.824
155940	0.020182	-347052.274
155950	0.020423	-347021.959
155960	0.020434	-347041.090
155970	0.020516	-347036.735
155980	0.020429	-347025.827
155990	0.020766	-347036.573
156000	0.020472	-347044.121
156010	0.020846	-347032.720
156020	0.020668	-347027.452
156030	0.020725	-347028.474
156040	0.020518	-347029.029
156050	0.020434	-347027.808
156060	0.020457	-347037.993
156070	0.020534	-347032.116
156080	0.020534	-347028.802
156090	0.020522	-347031.683
156100	0.020682	-347034.531
156110	0.020591	-347026.051
156120	0.020268	-347038.900
156130	0.020624	-347028.268
156140	0.020493	-347037.684
156150	0.020310	-347031.273
156160	0.020694	-347052.714
156170	0.020692	-347034.649
156180	0.020612	-347029.121
156190	0.020882	-347037.911
156200	0.020648	-347028.002
156210	0.020559	-347027.246
156220	0.020561	-347029.488
156230	0.020545	-347023.889
156240	0.020657	-347028.212
156250	0.020823	-347036.322
156260	0.020461	-347037.621
156270	0.020406	-347046.536
156280	0.020563	-347048.537
156290	0.020252	-347034.011
156300	0.020126	-347030.241
156310	0.020519	-347035.678
156320	0.020410	-347031.915
156330	0.020239	-347022.286
156340	0.020423	-347028.946
156350	0.020524	-347037.224
156360	0.020211	-347031.988
156370	0.020320	-347037.229
156380	0.020356	-347032.725
156390	0.020405	-347029.683
156400	0.020242	-347029.009
156410	0.020716	-347029.938
156420	0.020399	-347024.946
156430	0.020829	-347038.136
156440	0.020802	-347035.921
156450	0.020802	-347032.734
156460	0.020427	-347045.802
156470	0.020834	-347035.185
156480	0.020757	-347034.282
156490	0.020789	-347036.055
156500	0.020768	-347039.914
156510	0.020882	-347027.816
156520	0.020982	-347034.850
156530	0.021014	-347035.848
156540	0.021009	-347041.280
156550	0.021139	-347027.544
156560	0.020989	-347023.916
156570	0.021252	-347027.345
156580	0.021082	-347031.591
156590	0.020726	-347044.836
156600	0.021254	-347038.154
156610	0.021072	-347031.354
156620	0.021129	-347022.309
156630	0.020816	-347028.262
156640	0.020910	-347065.264
156650	0.020605	-347031.887
156660	0.020748	-347033.407
156670	0.020812	-347039.140
156680	0.020622	-347033.933
156690	0.020608	-347045.227
156700	0.020702	-347032.896
156710	0.021032	-347037.920
156720	0.020967	-347034.819
156730	0.020895	-347030.948
156740	0.020701	-347041.711
156750	0.020573	-347046.551
156760	0.020824	-347039.470
156770	0.020463	-347030.391
156780	0.020834	-347029.786
156790	0.020571	-347025.288
156800	0.020620	-347020.331
156810	0.020627	-347046.963
156820	0.020590	-347039.398
156830	0.020455	-347030.849
156840	0.020525	-347035.563
156850	0.020750	-347036.067
156860	0.020864	-347024.526
156870	0.020633	-347024.231
156880	0.020667	-347029.635
156890	0.020844	-347043.311
156900	0.020766	-347037.909
156910	0.021160	-347028.278
156920	0.021248	-347030.852
156930	0.021215	-347031.750
156940	0.021129	-347026.731
156950	0.020999	-347032.467
156960	0.021015	-347036.104
156970	0.021054	-347048.990
156980	0.021140	-347033.512
156990	0.021436	-347028.983
157000	0.021207	-347028.871
157010	0.021153	-347018.664
157020	0.021512	-347037.743
157030	0.021628	-347036.563
157040	0.021682	-347023.210
157050	0.021197	-347027.988
157060	0.021311	-347033.650
157070	0.021613	-347033.635
157080	0.021643	-347039.145
157090	0.021573	-347041.793
157100	0.021614	-347030.904
157110	0.021740	-347050.239
157120	0.021455	-347028.598
157130	0.021330	-347025.961
157140	0.021486	-347030.115
157150	0.021533	-347026.576
157160	0.021585	-347046.592
157170	0.021517	-347022.151
157180	0.021467	-347032.337
157190	0.021177	-347039.420
157200	0.021147	-347047.684
157210	0.021354	-347036.822
157220	0.020962	-347028.040
157230	0.020803	-347025.240
157240	0.020763	-347033.912
157250	0.020813	-347025.870
157260	0.020879	-347029.028
157270	0.020882	-347035.690
157280	0.020900	-347026.385
157290	0.020667	-347051.560
157300	0.021064	-347050.602
157310	0.020960	-347024.709
157320	0.021042	-347045.823
157330	0.021444	-347032.218
157340	0.021529	-347038.447
157350	0.021757	-347040.835
157360	0.021867	-347032.920
157370	0.021821	-347047.759
157380	0.021498	-347029.073
157390	0.021473	-347033.277
157400	0.021332	-347042.437
157410	0.021058	-347031.342
157420	0.021172	-347024.693
157430	0.021385	-347030.124
157440	0.021501	-347040.527
157450	0.021489	-347025.115
157460	0.021557	-347034.085
157470	0.021358	-347040.402
157480	0.021457	-347019.098
157490	0.021544	-347057.063
157500	0.021201	-347054.591
157510	0.021284	-347040.222
157520	0.021028	-347041.030
157530	0.021192	-347030.543
157540	0.021222	-347020.874
157550	0.020987	-347044.713
157560	0.021135	-347024.122
157570	0.021220	-347028.640
157580	0.021226	-347032.748
157590	0.021180	-347030.415
157600	0.021389	-347030.008
157610	0.021330	-347025.737
157620	0.021349	-347038.119
157630	0.021282	-347015.516
157640	0.021561	-347030.815
157650	0.021184	-347014.641
157660	0.021327	-347028.791
157670	0.021162	-347018.411
157680	0.021525	-347024.844
157690	0.021364	-347030.646
157700	0.021443	-347034.663
157710	0.021182	-347029.226
157720	0.021311	-347034.324
157730	0.021245	-347033.015
157740	0.021496	-347026.294
157750	0.021420	-347038.289
157760	0.021095	-347023.872
157770	0.021028	-347038.599
157780	0.021207	-347037.950
157790	0.021310	-347056.620
157800	0.021256	-347026.849
157810	0.021322	-347053.436
157820	0.021305	-347029.478
157830	0.021498	-347028.878
157840	0.021674	-347028.039
157850	0.021584	-347031.991
157860	0.021399	-347033.850
157870	0.021618	-347044.735
157880	0.021263	-347036.556
157890	0.021309	-347033.251
157900	0.021641	-347036.603
157910	0.021495	-347022.246
157920	0.021706	-347037.338
157930	0.021505	-347031.133
157940	0.021516	-347026.628
157950	0.021546	-347035.607
157960	0.021599	-347033.991
157970	0.021289	-347027.045
157980	0.021560	-347034.528
157990	0.021108	-347029.822
158000	0.021186	-347041.187
158010	0.021168	-347034.653
158020	0.021446	-347032.465
158030	0.021161	-347028.515
158040	0.021289	-347032.319
158050	0.021317	-347035.578
158060	0.020983	-347035.468
158070	0.021071	-347025.972
158080	0.021175	-347028.124
158090	0.020935	-347027.656
158100	0.021479	-347034.210
158110	0.021401	-347041.636
158120	0.021479	-347038.040
158130	0.021240	-347041.062
158140	0.021805	-347036.682
158150	0.021820	-347030.624
158160	0.021547	-347037.309
158170	0.021775	-347021.331
158180	0.021630	-347023.377
158190	0.021873	-347037.426
158200	0.021866	-347038.241
158210	0.021892	-347031.546
158220	0.022017	-347018.054
158230	0.021875	-347046.818
158240	0.022002	-347032.062
158250	0.021978	-347022.326
158260	0.022244	-347029.276
158270	0.022167	-347033.144
158280	0.022383	-347034.280
158290	0.022797	-347035.225
158300	0.022774	-347042.372
158310	0.022539	-347036.250
158320	0.022660	-347026.550
158330	0.022605	-347043.912
158340	0.022683	-347028.243
158350	0.022842	-347022.414
158360	0.022523	-347024.812
158370	0.022658	-347044.624
158380	0.022916	-347043.701
158390	0.022711	-347039.986
158400	0.022683	-347028.645
158410	0.022540	-347032.201
158420	0.022706	-347045.446
158430	0.022587	-347042.182
158440	0.022610	-347038.549
158450	0.022894	-347043.660
158460	0.023095	-347029.363
158470	0.022837	-347024.829
158480	0.023296	-347047.784
158490	0.022942	-347035.742
158500	0.022693	-347029.502
158510	0.022787	-347048.075
158520	0.022496	-347031.568
158530	0.022941	-347041.197
158540	0.022801	-347036.249
158550	0.023163	-347039.568
158560	0.022909	-347040.338
158570	0.022906	-347041.444
158580	0.023046	-347040.145
158590	0.023103	-347035.061
158600	0.023544	-347021.395
158610	0.023785	-347033.691
158620	0.023391	-347037.618
158630	0.023375	-347032.824
158640	0.023153	-347028.586
158650	0.023246	-347028.196
158660	0.023535	-347040.148
158670	0.023638	-347044.794
158680	0.023458	-347026.905
158690	0.023260	-347047.408
158700	0.023301	-347037.600
158710	0.023198	-347032.248
158720	0.023496	-347035.794
158730	0.023137	-347039.398
158740	0.023622	-347034.924
158750	0.023528	-347031.956
158760	0.023723	-347027.418
158770	0.023366	-347022.430
158780	0.023688	-347029.254
158790	0.023417	-347036.958
158800	0.023892	-347042.288
158810	0.024013	-347028.437
158820	0.023377	-347037.206
158830	0.023706	-347024.288
158840	0.023698	-347040.951
158850	0.024193	-347025.731
158860	0.023842	-347031.728
158870	0.024195	-347031.338
158880	0.024011	-347036.466
158890	0.024208	-347021.995
158900	0.023927	-347024.938
158910	0.023728	-347039.239
158920	0.023914	-347036.041
158930	0.023886	-347031.813
158940	0.023982	-347032.867
158950	0.023935	-347030.183
158960	0.024075	-347018.841
158970	0.024050	-347025.146
158980	0.024384	-347046.410
158990	0.024400	-347027.240
159000	0.024085	-347028.525
159010	0.024229	-347028.649
159020	0.024704	-347030.307
159030	0.024328	-347028.139
159040	0.024689	-347038.363
159050	0.024349	-347034.337
159060	0.024315	-347048.871
159070	0.024201	-347038.688
159080	0.024474	-347036.102
159090	0.024287	-347029.584
159100	0.024436	-347035.941
159110	0.024457	-347044.725
159120	0.024499	-347018.420
159130	0.024564	-347054.308
159140	0.024069	-347026.654
159150	0.024046	-347046.523
159160	0.023785	-347034.609
159170	0.023709	-347024.539
159180	0.024011	-347026.966
159190	0.024039	-347021.370
159200	0.023817	-347036.187
159210	0.024377	-347035.637
159220	0.023864	-347033.762
159230	0.024083	-347033.936
159240	0.024338	-347027.896
159250	0.024072	-347036.873
159260	0.024132	-347032.049
159270	0.023888	-347028.131
159280	0.023663	-347026.060
159290	0.023591	-347043.769
159300	0.023548	-347028.040
159310	0.023791	-347048.059
159320	0.024066	-347030.577
159330	0.023665	-347029.763
159340	0.023937	-347030.456
159350	0.023889	-347031.584
159360	0.024005	-347033.436
159370	0.024164	-347046.368
159380	0.023930	-347054.362
159390	0.024137	-347037.773
159400	0.024049	-347033.339
159410	0.024252	-347036.312
159420	0.023892	-347034.450
159430	0.024317	-347035.414
159440	0.024376	-347032.668
159450	0.024422	-347027.566
159460	0.024449	-347031.759
159470	0.024723	-347031.477
159480	0.024314	-347027.066
159490	0.024408	-347031.892
159500	0.024424	-347037.875
159510	0.024278	-347041.456
159520	0.024101	-347031.876
159530	0.024170	-347043.685
159540	0.024098	-347022.335
159550	0.023916	-347038.536
159560	0.023801	-347030.104
159570	0.023976	-347041.259
159580	0.024035	-347037.699
159590	0.023706	-347032.166
159600	0.023552	-347042.705
159610	0.023594	-347044.538
159620	0.023531	-347030.628
159630	0.023644	-347029.338
159640	0.023802	-347037.317
159650	0.023680	-347042.036
159660	0.023613	-347035.032
159670	0.023430	-347037.729
159680	0.023492	-347028.077
159690	0.023579	-347030.105
159700	0.023472	-347029.204
159710	0.022875	-347042.751
159720	0.023150	-347039.754
159730	0.023188	-347021.371
159740	0.023212	-347037.500
159750	0.023367	-347033.633
159760	0.023516	-347035.039
159770	0.023442	-347030.402
159780	0.022850	-347021.362
159790	0.022855	-347037.905
159800	0.022716	-347032.345
159810	0.022621	-347018.766
159820	0.023098	-347031.690
159830	0.022908	-347033.875
159840	0.022823	-347037.078
159850	0.022987	-347041.513
159860	0.022980	-347045.379
159870	0.022734	-347036.551
159880	0.022878	-347040.143
159890	0.022606	-347034.508
159900	0.022752	-347028.315
159910	0.022453	-347040.455
159920	0.022174	-347038.574
159930	0.022245	-347043.459
159940	0.022235	-347037.489
159950	0.022047	-347031.700
159960	0.022218	-347051.443
159970	0.022213	-347033.769
159980	0.021953	-347058.354
159990	0.021894	-347031.169
160000	0.022120	-347045.078
160010	0.022139	-347039.354
160020	0.021833	-347046.831
160030	0.022244	-347029.975
160040	0.022270	-347032.602
160050	0.021981	-347037.408
160060	0.021871	-347032.717
160070	0.022377	-347033.300
160080	0.022460	-347036.675
160090	0.022402	-347056.860
160100	0.022963	-347029.413
160110	0.022865	-347037.539
160120	0.022790	-347039.266
160130	0.023045	-347017.571
160140	0.023160	-347048.060
160150	0.023039	-347027.964
160160	0.023506	-347029.864
160170	0.023437	-347036.222
160180	0.023345	-347029.926
160190	0.023281	-347028.968
160200	0.023270	-347038.844
160210	0.022965	-347034.056
160220	0.022845	-347040.381
160230	0.022998	-347026.408
160240	0.022866	-347020.292
160250	0.022811	-347039.766
160260	0.022905	-347031.086
160270	0.022962	-347027.694
160280	0.022914	-347030.709
160290	0.022921	-347030.872
160300	0.023184	-347026.572
160310	0.023001	-347037.885
160320	0.022868	-347061.170
160330	0.022686	-347034.638
160340	0.022987	-347037.572
160350	0.022783	-347032.767
160360	0.022841	-347037.135
160370	0.023087	-347027.893
160380	0.022777	-347033.045
160390	0.022863	-347029.710
160400	0.022461	-347045.726
160410	0.022498	-347042.632
160420	0.022732	-347043.656
160430	0.022922	-347024.758
160440	0.022716	-347021.320
160450	0.022829	-347035.864
160460	0.022889	-347033.277
160470	0.022600	-347024.971
160480	0.022677	-347031.110
160490	0.022458	-347024.059
160500	0.022256	-347035.145
160510	0.022161	-347039.739
160520	0.022001	-347032.705
160530	0.022355	-347044.507
160540	0.022395	-347034.472
160550	0.022118	-347036.706
160560	0.022377	-347023.298
160570	0.022435	-347027.010
160580	0.022637	-347026.955
160590	0.022416	-347020.401
160600	0.022644	-347044.952
160610	0.022745	-347046.974
160620	0.022762	-347029.563
160630	0.022734	-347038.406
160640	0.022525	-347044.629
160650	0.022658	-347038.759
160660	0.022904	-347025.318
160670	0.022781	-347031.453
160680	0.022741	-347046.374
160690	0.022546	-347021.935
160700	0.022324	-347036.426
160710	0.022152	-347032.664
160720	0.022453	-347030.457
160730	0.022273	-347026.791
160740	0.022346	-347030.211
160750	0.022331	-347046.200
160760	0.022286	-347038.527
160770	0.022171	-347027.321
160780	0.022121	-347034.382
160790	0.021969	-347032.137
160800	0.021964	-347022.858
160810	0.021442	-347024.316
160820	0.021666	-347028.039
160830	0.021625	-347030.407
160840	0.021613	-347033.866
160850	0.021627	-347030.291
160860	0.021753	-347029.362
160870	0.021339	-347034.359
160880	0.021637	-347055.697
160890	0.021700	-347039.808
160900	0.021732	-347040.713
160910	0.021551	-347024.367
160920	0.021864	-347036.882
160930	0.021766	-347028.063
160940	0.021676	-347034.180
160950	0.021274	-347028.949
160960	0.021374	-347027.311
160970	0.021305	-347034.655
160980	0.021224	-347035.439
160990	0.021267	-347064.677
161000	0.021145	-347032.533
161010	0.021289	-347035.366
161020	0.021320	-347040.515
161030	0.021336	-347044.649
161040	0.021568	-347041.567
161050	0.021475	-347043.958
161060	0.021171	-347044.380
161070	0.021203	-347038.570
161080	0.021157	-347023.113
161090	0.021396	-347046.066
161100	0.021351	-347040.763
161110	0.021252	-347033.575
161120	0.021229	-347036.416
161130	0.021589	-347021.700
161140	0.021307	-347031.220
161150	0.021345	-347030.950
161160	0.021444	-347035.315
161170	0.021294	-347036.364
161180	0.020957	-347051.431
161190	0.021083	-347025.927
161200	0.021202	-347027.916
161210	0.020981	-347054.087
161220	0.021135	-347036.318
161230	0.021168	-347040.690
161240	0.021014	-347024.851
161250	0.020847	-347042.674
161260	0.021056	-347030.386
161270	0.020862	-347041.392
161280	0.020943	-347048.678
161290	0.020827	-347038.310
161300	0.020845	-347030.272
161310	0.020830	-347032.045
161320	0.020856	-347038.244
161330	0.020699	-347046.045
161340	0.020630	-347025.668
161350	0.020713	-347047.808
161360	0.020610	-347032.257
161370	0.020803	-347023.777
161380	0.020916	-347042.769
161390	0.020772	-347038.133
161400	0.020883	-347035.930
161410	0.020613	-347028.638
161420	0.020736	-347021.886
161430	0.020739	-347029.191
161440	0.020735	-347033.857
161450	0.020997	-347023.024
161460	0.020929	-347035.215
161470	0.021022	-347026.255
161480	0.020913	-347033.365
161490	0.020669	-347043.847
161500	0.020609	-347043.265
161510	0.020710	-347049.582
161520	0.020788	-347026.736
161530	0.020817	-347031.342
161540	0.020875	-347042.195
161550	0.020661	-347052.498
161560	0.020375	-347031.144
161570	0.020454	-347044.546
161580	0.020332	-347027.068
161590	0.020204	-347031.260
161600	0.020411	-347029.265
161610	0.020378	-347035.137
161620	0.020516	-347058.687
161630	0.020355	-347031.042
161640	0.019914	-347040.084
161650	0.020132	-347044.097
161660	0.019828	-347028.740
161670	0.019864	-347036.086
161680	0.019808	-347040.925
161690	0.019941	-347026.260
161700	0.020094	-347033.851
161710	0.020295	-347033.891
161720	0.020381	-347043.267
161730	0.020416	-347041.971
161740	0.020330	-347021.794
161750	0.020392	-347039.676
161760	0.020549	-347033.190
161770	0.020528	-347038.217
161780	0.020471	-347039.019
161790	0.020300	-347046.513
161800	0.020525	-347057.190
161810	0.020796	-347041.235
161820	0.020844	-347033.697
161830	0.020954	-347056.125
161840	0.020612	-347033.050
161850	0.020492	-347036.833
161860	0.020337	-347039.715
161870	0.020722	-347042.914
161880	0.020549	-347034.945
161890	0.020527	-347027.534
161900	0.020404	-347023.900
161910	0.020418	-347032.219
161920	0.020525	-347037.525
161930	0.020543	-347047.351
161940	0.020744	-347026.882
161950	0.020749	-347047.835
161960	0.020799	-347037.503
161970	0.020463	-347025.524
161980	0.020669	-347030.826
161990	0.020680	-347042.785
162000	0.020701	-347031.586
162010	0.020787	-347029.730
162020	0.020858	-347023.913
162030	0.020710	-347032.214
162040	0.020474	-347057.959
162050	0.020778	-347032.537
162060	0.021030	-347035.258
162070	0.020793	-347033.081
162080	0.020760	-347029.098
162090	0.020783	-347038.116
162100	0.020642	-347026.057
162110	0.020822	-347027.736
162120	0.020521	-347029.498
162130	0.020713	-347017.243
162140	0.020734	-347026.540
162150	0.020825	-347029.272
162160	0.020551	-347046.534
162170	0.020401	-347043.333
162180	0.020801	-347028.818
162190	0.020526	-347035.341
162200	0.020586	-347039.858
162210	0.020455	-347036.155
162220	0.020350	-347043.317
162230	0.020439	-347048.541
162240	0.020204	-347044.653
162250	0.020362	-347035.424
162260	0.020179	-347032.080
162270	0.020598	-347024.440
162280	0.020715	-347038.678
162290	0.020884	-347033.239
162300	0.020543	-347037.022
162310	0.020761	-347033.727
162320	0.020662	-347038.204
162330	0.020850	-347044.371
162340	0.020963	-347041.879
162350	0.021128	-347048.928
162360	0.020780	-347036.360
162370	0.020704	-347028.150
162380	0.020892	-347035.898
162390	0.020660	-347040.664
162400	0.020594	-347030.238
162410	0.020752	-347035.144
162420	0.020868	-347029.915
162430	0.020785	-347036.430
162440	0.020773	-347029.065
162450	0.021030	-347031.512
162460	0.020752	-347024.402
162470	0.020727	-347023.858
162480	0.020603	-347033.950
162490	0.021031	-347037.222
162500	0.020775	-347023.323
162510	0.020419	-347047.152
162520	0.020583	-347036.582
162530	0.020869	-347023.905
162540	0.021204	-347026.907
162550	0.021008	-347047.424
162560	0.020822	-347034.522
162570	0.021045	-347030.746
162580	0.021103	-347021.431
162590	0.021154	-347036.477
162600	0.021092	-347034.041
162610	0.021175	-347021.824
162620	0.021023	-347032.694
162630	0.020996	-347032.841
162640	0.021307	-347023.003
162650	0.021020	-347051.670
162660	0.021258	-347031.752
162670	0.021733	-347034.299
162680	0.021681	-347028.565
162690	0.021271	-347046.152
162700	0.021388	-347034.319
162710	0.021412	-347037.786
162720	0.021491	-347031.527
162730	0.021428	-347037.546
162740	0.021451	-347036.869
162750	0.021670	-347034.468
